timesteps,episode_reward,episode_length
376272,-8.021541,300
376488,-13.864994,300
376536,-15.110637,300
376712,-22.170953,300
377088,-10.195031,300
377576,-25.68797,300
378400,-22.070989,300
378480,-26.663769,300
378672,-9.261745,300
378888,-11.653721,300
378936,-8.265245,300
379112,-14.611197,300
379488,-7.694384,300
379976,-31.481963,300
380800,-9.574318,300
380880,-7.327204,300
381072,-24.340251,300
381288,-13.659159,300
381336,-13.056081,300
381512,-13.914275,300
381888,-6.920959,300
382376,-21.458901,300
383200,-8.657734,300
383280,-13.183114,300
383472,-13.988883,300
383688,-23.276624,300
383736,-9.386371,300
383912,-27.840437,300
384288,-20.743633,300
384776,-9.013356,300
385600,-20.2758,300
385680,-13.64578,300
385872,-15.25932,300
386088,-9.399684,300
386136,-5.56189,300
386312,-16.666408,300
386408,-1.506606,40
386688,-12.90779,300
387176,-21.024936,300
388000,-33.478307,300
388080,-11.213037,300
388272,-9.757021,300
388536,-17.318059,300
388712,-11.893122,300
388768,-2.777304,96
388808,-7.045185,300
389088,-15.328617,300
389576,-18.157324,300
390480,-18.608225,300
390672,-27.927957,300
390936,-7.35052,300
390960,-14.72254,173
391112,-31.899354,300
391168,-26.692708,300
391208,-12.609377,300
391488,-13.660447,300
392880,-19.778988,300
393072,-9.32264,300
393336,-31.31816,300
393360,-17.239628,300
393512,-32.971151,300
393568,-12.051274,300
393608,-11.431741,300
393888,-9.519191,300
395280,-12.737583,300
395472,-8.556613,300
395736,-31.10168,300
395760,-15.623909,300
395912,-15.026029,300
395968,-29.795756,300
396008,-40.051539,300
396288,-14.796974,300
397680,-11.908688,300
397872,-10.070851,300
398136,-13.762349,300
398160,-10.80176,300
398312,-9.829788,300
398368,-13.818724,300
398408,-8.201475,300
398688,-27.965395,300
400080,-11.449269,300
400272,-5.053559,300
400536,-6.237405,300
400560,-4.543498,300
400712,-50.286004,300
400768,-7.395511,300
400808,-10.910074,300
401088,-9.749795,300
402480,-19.941457,300
402672,-16.685775,300
402936,-12.534035,300
402960,-30.611272,300
403112,-15.830709,300
403168,-18.564537,300
403208,-15.507553,300
403488,-12.25732,300
404880,-10.416111,300
405072,-28.159086,300
405336,-6.072629,300
405360,-37.134773,300
405512,-19.483235,300
405568,-5.852289,300
405608,-9.674935,300
405888,-11.500327,300
407280,-11.071695,300
407472,-10.918174,300
407736,-11.422455,300
407760,-11.261091,300
407912,-9.631821,300
407968,-22.560246,300
408008,-25.454351,300
408288,-11.243863,300
409680,-6.011814,300
409872,-14.037377,300
410136,-5.345288,300
410160,-10.703466,300
410312,-11.201257,300
410368,-21.958119,300
410408,-15.996707,300
410688,-23.753965,300
412080,-19.055123,300
412272,-6.777543,300
412536,-19.031008,300
412560,-16.289956,300
412712,-7.260582,300
412768,-9.386808,300
412808,-27.037979,300
413088,-16.22802,300
414480,-19.299956,300
414672,-14.068418,300
414936,-10.385051,300
414960,-7.901307,300
415112,-4.682683,300
415168,-9.271287,300
415208,-21.507242,300
415488,-9.044716,300
416880,-28.881529,300
417072,-16.142447,300
417336,-13.130916,300
417360,-10.093742,300
417512,-34.960814,300
417568,-8.674448,300
417608,-26.137317,300
417888,-4.304249,300
419280,-24.222425,300
419472,-18.811646,300
419736,-4.987445,300
419760,-11.077571,300
419912,-26.39878,300
419968,-12.819408,300
420008,-6.519985,300
420064,1.889113,41
420288,-12.497322,300
421680,-10.685546,300
421872,-8.478404,300
422160,-6.016516,300
422312,-14.805673,300
422368,-10.563361,300
422408,-14.355826,300
422464,-5.547665,300
422688,-9.607533,300
422792,-3.526114,53
424080,-24.988328,300
424272,-34.929104,300
424560,-13.867673,300
424712,-9.220159,300
424808,-19.22501,300
424864,-19.351019,300
425088,-35.702217,300
425192,-26.76122,300
425752,-7.069569,70
426480,-7.596602,300
426672,-28.728756,300
426960,-9.787738,300
427112,-16.427978,300
427208,-7.660405,300
427264,-16.945051,300
427488,-23.708772,300
428152,-12.437925,300
428880,-16.367975,300
429072,-20.469521,300
429360,-13.844045,300
429512,-20.998686,300
429608,-22.581968,300
429664,-11.852274,300
429888,-14.214385,300
429920,-1.087858,39
430552,-11.23348,300
431280,-15.207734,300
431472,-13.008358,300
431760,-13.342401,300
431912,-13.892344,300
432064,-10.399593,300
432288,-21.29526,300
432320,-7.246572,300
432952,-27.475677,300
433680,-10.362157,300
433872,-9.524218,300
434160,-5.467363,300
434312,-10.084893,300
434464,-12.579101,300
434576,-5.463425,88
434688,-13.348469,300
434720,-30.557007,300
434752,-3.645248,55
435256,-4.253739,67
435352,-16.957562,300
436080,-13.657849,300
436560,-12.735151,300
436864,-6.843649,300
436976,-11.979477,300
437088,-10.128444,300
437152,-8.321937,300
437360,-1.893468,34
437656,-14.726019,300
437752,-10.616775,300
438480,-6.270119,300
438960,-15.113153,300
439264,-12.4081,300
439376,-12.67221,300
439552,-11.424753,300
439760,-9.73052,300
440056,-19.182842,300
440152,-13.546803,300
440880,-9.771756,300
441360,-18.673039,300
441664,-6.476314,300
441776,-7.02636,300
441952,-14.143464,300
442160,-7.323226,300
442456,-11.233187,300
442552,-29.495198,300
443280,-15.329803,300
443760,-15.420316,300
444064,-11.515577,300
444064,-1.494613,38
444176,-21.715119,300
444352,-8.660471,300
444560,-14.829469,300
444856,-21.900325,300
444952,-18.878153,300
445680,-5.390162,300
446464,-11.602865,300
446464,-21.495112,300
446576,-6.37395,300
446752,-8.60849,300
446960,-9.690245,300
447256,-33.755866,300
447352,-4.626447,300
448080,-23.784514,300
448864,-8.925901,300
448864,-26.56618,300
448976,-5.832826,300
449152,-32.921554,300
449360,-11.143389,300
449656,-17.655429,300
449752,-7.570734,300
450480,-15.46326,300
451264,-8.110265,300
451264,-24.87152,300
451376,-7.096025,300
451552,-9.829065,300
451760,-6.244824,300
452056,-6.04357,300
452152,-24.337978,300
452880,-17.358319,300
453664,-6.970874,300
453664,-9.168458,300
453776,-15.743428,300
453952,-13.658278,300
454088,-1.855327,53
454160,-29.466738,300
454456,-5.126555,300
454552,-17.789257,300
455280,-18.894691,300
456064,-9.515671,300
456176,-19.662788,300
456352,-13.932835,300
456488,-6.737274,300
456560,-36.509811,300
456856,-13.220229,300
456952,-26.804508,300
457680,-13.274497,300
458464,-11.963684,300
458576,-11.926654,300
458752,-8.553228,300
458888,-17.854976,300
458960,-9.675957,300
459256,-12.712583,300
459352,-6.979754,300
460080,-20.718042,300
460864,-11.619598,300
460976,-15.183116,300
461152,-8.608455,300
461288,-17.634145,300
461360,-20.803591,300
461656,-11.509942,300
461696,-2.278036,42
461752,-10.233983,300
462480,-8.455779,300
463264,-7.870151,300
463376,-21.926806,300
463552,-12.609631,300
463688,-10.392465,300
464056,-31.400755,300
464096,-9.081673,300
464152,-21.294018,300
464880,-13.443248,300
465664,-4.097359,300
465776,-27.506489,300
465952,-11.817744,300
466088,-19.685801,300
466456,-15.919455,300
466496,-7.316549,300
466552,-12.909827,300
467280,-16.352992,300
468064,-13.970474,300
468176,-7.830193,300
468352,-9.758452,300
468488,-9.572408,300
468856,-6.653612,300
468896,-9.449924,300
468952,-23.675093,300
469680,-7.107675,300
470464,-5.622028,300
470576,-17.725729,300
470752,-26.3225,300
470888,-10.627408,300
471256,-6.370686,300
471296,-6.430442,300
471352,-6.509958,300
472080,-17.248859,300
472864,-19.256055,300
472976,-11.072866,300
473152,-27.088948,300
473288,-13.698506,300
473656,-8.656358,300
473696,-37.679468,300
473752,-13.529757,300
474480,-11.441337,300
474744,-11.503561,136
475264,-10.149503,300
475376,-23.261673,300
475552,-13.086128,300
475688,-29.219409,300
476096,-12.281585,300
476152,-10.983055,300
476880,-20.040479,300
477144,-12.973083,300
477400,-10.770924,156
477664,-4.995441,300
477776,-11.99646,300
477952,-18.274711,300
478088,-9.436318,300
478496,-10.801846,300
479280,-11.663154,300
479544,-13.873339,300
479800,-14.185465,300
479880,-8.023776,224
480064,-15.176128,300
480176,-11.843112,300
480304,-5.757501,63
480352,-25.29102,300
480896,-28.274313,300
481680,-13.761955,300
481776,-1.561282,110
481944,-12.428334,300
482280,-9.074055,300
482464,-19.263728,300
482576,-4.350159,300
482704,-7.26645,300
482752,-9.278301,300
484080,-21.307331,300
484176,-24.645658,300
484344,-7.212586,300
484680,-9.644106,300
484864,-29.729867,300
484976,-12.114319,300
485104,-9.636934,300
485152,-16.707801,300
486480,-7.570952,300
486576,-12.645726,300
486744,-17.784388,300
487080,-31.240511,300
487264,-5.864278,300
487376,-17.3962,300
487504,-14.100368,300
487552,-11.927093,300
488880,-12.368265,300
488976,-7.781339,300
489144,-5.965469,300
489480,-14.6663,300
489664,-28.447331,300
489776,-14.754658,300
489904,-10.430841,300
489952,-32.864628,300
491280,-10.354858,300
491376,-8.029828,300
491544,-8.308436,300
491880,-10.668205,300
492064,-17.489636,300
492176,-5.384377,300
492304,-12.982087,300
492352,-17.524396,300
493680,-32.513095,300
493776,-11.48541,300
493944,-7.986271,300
494280,-21.985544,300
494464,-5.967657,300
494576,-9.434459,300
494704,-9.429937,300
494752,-14.312708,300
496080,-11.474508,300
496176,-34.338869,300
496344,-6.970532,300
496680,-7.642668,300
496864,-38.117588,300
496976,-5.476328,300
497104,-12.218692,300
497152,-14.891212,300
498480,-44.85817,300
498576,-12.58126,300
498744,-30.950766,300
499080,-21.063161,300
499264,-10.523371,300
499376,-16.198253,300
499504,-12.159637,300
499552,-10.236207,300
500880,-6.091071,300
500976,-11.065692,300
501144,-7.997842,300
501480,-10.902504,300
501664,-13.351356,300
501776,-8.396068,300
501904,-14.254693,300
501952,-4.972641,300
503280,-8.013109,300
503376,-16.102712,300
503544,-8.256716,300
503880,-9.516215,300
504064,-10.477396,300
504176,-11.027587,300
504304,-13.190669,300
504352,-5.247809,300
504632,-9.343779,94
505680,-9.300836,300
505776,-13.935378,300
505944,-17.929848,300
506464,-17.974584,300
506576,-10.463875,300
506704,-7.896897,300
506752,-13.583132,300
507032,-12.179927,300
